AnnotSV ID	SV chrom	SV start	SV end	SV length										AnnotSV type	Gene name	tx	CDS length	frameshift	tx length	location	location2	distNearestSS	nearestSStype	intersectStart	intersectEnd	DGV_GAIN_IDs	DGV_GAIN_n_samples_with_SV	DGV_GAIN_n_samples_tested	DGV_GAIN_Frequency	DGV_LOSS_IDs	DGV_LOSS_n_samples_with_SV	DGV_LOSS_n_samples_tested	DGV_LOSS_Frequency	GD_ID	GD_AN	GD_N_HET	GD_N_HOMALT	GD_AF	GD_POPMAX_AF	GD_ID_others	1000g_event	IMH_ID	IMH_AF	IMH_ID_others	promoters	dbVar_event	dbVar_variant	dbVar_status	TADcoordinates	ENCODEexperiments	GCcontent_left	GCcontent_right	Repeats_coord_left	Repeats_type_left	Repeats_coord_right	Repeats_type_right	Gap_left	Gap_right	SegDup_left	SegDup_right	ENCODE_blacklist_left	ENCODE_blacklist_characteristics_left	ENCODE_blacklist_right	ENCODE_blacklist_characteristics_right	ACMG	HI_CGscore	TriS_CGscore	DDD_status	DDD_mode	DDD_consequence	DDD_disease	DDD_pmids	HI_DDDpercent	delZ_ExAC	dupZ_ExAC	cnvZ_ExAC	synZ_ExAC	misZ_ExAC	pLI_ExAC	Mim Number	Phenotypes	Inheritance	morbidGenes	morbidGenesCandidates
5_51300000_51400000__1	5	51300000	51400000		514	0	Des	chr5	51300000	51400000	514	0	Des	full	ISL1/LOC642366												0	0	-1		0	0	-1					-1	-1				-1	5:17480769-54493098_INV;5:18899109-82466219_INV;5:21650929-69055483_INV;5:24758175-102357714_INV;5:40738517-84864090_INV;5:42662723-90665345_INV;5:43180050-94765467_INV	ISL1/LOC642366	copy_number_gain;copy_number_loss	nssv13638981;nssv13648398;nssv13655232;nssv1415094;nssv15121246;nssv15132287;nssv15146722;nssv15147414;nssv15151111;nssv15151179;nssv15151221;nssv15164761;nssv15164765;nssv1602328;nssv578051;nssv578052	Pathogenic			0.365	0.430																					0.45	0.0350004669076992	0.893828779806184	0.713690421423291	0.9972319201524	3.0163420458545	0.529279570500912					
5_51300000_51400000__1	5	51300000	51400000		514	0	Des	chr5	51300000	51400000	514	0	Des	split	ISL1	NM_002202	1050	no	11282	txStart-txEnd	5'UTR-3'UTR			51383447	51394729		0	0	-1		0	0	-1					-1	-1				-1	5:17480769-54493098_INV;5:18899109-82466219_INV;5:21650929-69055483_INV;5:24758175-102357714_INV;5:40738517-84864090_INV;5:42662723-90665345_INV;5:43180050-94765467_INV	LOC642366	copy_number_gain;copy_number_loss	nssv13638981;nssv13648398;nssv13655232;nssv1415094;nssv15121246;nssv15132287;nssv15146722;nssv15147414;nssv15151111;nssv15151179;nssv15151221;nssv15164761;nssv15164765;nssv1602328;nssv578051;nssv578052	Pathogenic																									0.45	0.0350004669076992	0.893828779806184	0.713690421423291	0.9972319201524	3.0163420458545	0.529279570500912					
5_51300000_51400000__1	5	51300000	51400000		514	0	Des	chr5	51300000	51400000	514	0	Des	split	LOC642366	NR_046243	0	no	10596	txStart-txEnd	UTR			51372736	51383332		0	0	-1		0	0	-1					-1	-1				-1	5:17480769-54493098_INV;5:18899109-82466219_INV;5:21650929-69055483_INV;5:24758175-102357714_INV;5:40738517-84864090_INV;5:42662723-90665345_INV;5:43180050-94765467_INV	ISL1	copy_number_gain;copy_number_loss	nssv13638981;nssv13648398;nssv13655232;nssv1415094;nssv15121246;nssv15132287;nssv15146722;nssv15147414;nssv15151111;nssv15151179;nssv15151221;nssv15164761;nssv15164765;nssv1602328;nssv578051;nssv578052	Pathogenic																																				
5_159000000_159100000__1	5	159000000	159100000		1591	0	Des	chr5	159000000	159100000	1591	0	Des	full	EBF1												0	0	-1		0	0	-1					-1	-1				-1	5:54493873-172627819_INV;5:85192777-162907706_INV;5:96855634-159536527_INV;5:144180364-178697960_INV	EBF1	copy_number_gain;copy_number_loss	nssv13638674;nssv13638981;nssv13648398;nssv13652187;nssv13655232;nssv1494884;nssv15123550;nssv15130656;nssv15131911;nssv15132181;nssv15134758;nssv15136894;nssv15142773;nssv15147004;nssv15147040;nssv15151111;nssv15151179;nssv15151221;nssv15164761;nssv15164765;nssv15166637;nssv15774200;nssv1602230;nssv576823;nssv578088;nssv578089;nssv579018	Pathogenic			0.405	0.355	5:159000003-159001404	Charlie1a	5:159099916-159099955	(A)n																	0.23	0.876910711711675	1.12495717488233	1.31059006072634	1.02872189002677	3.54222439255144	0.992436774074815					
5_159000000_159100000__1	5	159000000	159100000		1591	0	Des	chr5	159000000	159100000	1591	0	Des	split	EBF1	NM_001290360	554	yes	99916	txStart-intron6	5'UTR-CDS	73395	5'	159000000	159099916		0	0	-1		0	0	-1					-1	-1				-1	5:54493873-172627819_INV;5:85192777-162907706_INV;5:96855634-159536527_INV;5:144180364-178697960_INV	EBF1	copy_number_gain;copy_number_loss	nssv13638674;nssv13638981;nssv13648398;nssv13652187;nssv13655232;nssv1494884;nssv15123550;nssv15130656;nssv15131911;nssv15132181;nssv15134758;nssv15136894;nssv15142773;nssv15147004;nssv15147040;nssv15151111;nssv15151179;nssv15151221;nssv15164761;nssv15164765;nssv15166637;nssv15774200;nssv1602230;nssv576823;nssv578088;nssv578089;nssv579018	Pathogenic																									0.23	0.876910711711675	1.12495717488233	1.31059006072634	1.02872189002677	3.54222439255144	0.992436774074815					
6_62000000_62100000__1	6	62000000	62100000		621	0	Des	chr6	62000000	62100000	621	0	Des	full	KHDRBS2												0	0	-1	gssvL107663,gssvL107664	4	21567	0.00018547					-1	-1	gnomAD_v2_DUP_6_18392;gnomAD_v2_DEL_6_81626;gnomAD_v2_DEL_6_81659	DUP		-1	6:18151521-167773852_INV;6:29815106-69619176_INV;6:38040935-64295998_INV;6:47589330-73036081_INV		copy_number_gain	nssv13638982;nssv13642627;nssv13655919;nssv1494889;nssv15128684;nssv15139014;nssv15147397;nssv15148107;nssv15161859;nssv15161868;nssv15166690;nssv15166692;nssv15168255;nssv15606075;nssv3395832;nssv575549;nssv576367;nssv582695;nssv583060;nssv583104;nssv583199;nssv583247;nssv706200	Conflicting interpretations of pathogenicity;Pathogenic			0.315	0.315	6:62000000-62000113	MLT1D	6:62099793-62100876	Tigger1																	11.27				-2.14059138411651	-0.636553336442165	0.0970469301125716					
6_62000000_62100000__1	6	62000000	62100000		621	0	Des	chr6	62000000	62100000	621	0	Des	split	KHDRBS2	NM_001350622	117	no	100000	intron2-intron3	CDS	21788	3'	62000000	62100000		0	0	-1	gssvL107663,gssvL107664	4	21567	0.00018547					-1	-1	gnomAD_v2_DUP_6_18392;gnomAD_v2_DEL_6_81626;gnomAD_v2_DEL_6_81659	DUP		-1	6:18151521-167773852_INV;6:29815106-69619176_INV;6:38040935-64295998_INV;6:47589330-73036081_INV		copy_number_gain	nssv13638982;nssv13642627;nssv13655919;nssv1494889;nssv15128684;nssv15139014;nssv15147397;nssv15148107;nssv15161859;nssv15161868;nssv15166690;nssv15166692;nssv15168255;nssv15606075;nssv3395832;nssv575549;nssv576367;nssv582695;nssv583060;nssv583104;nssv583199;nssv583247;nssv706200	Conflicting interpretations of pathogenicity;Pathogenic																									11.27				-2.14059138411651	-0.636553336442165	0.0970469301125716					
6_62400000_62500000__1	6	62400000	62500000		625	0	Des	chr6	62400000	62500000	625	0	Des	full													0	0	-1		0	0	-1					-1	-1	gnomAD_v2_DUP_6_18405;gnomAD_v2_DEL_6_81691			-1	6:62133762-62604057_DUP;6:62255305-62635228_DUP;6:18151521-167773852_INV;6:29815106-69619176_INV;6:38040935-64295998_INV;6:47589330-73036081_INV		copy_number_gain	nssv13638982;nssv13642627;nssv13655919;nssv1494889;nssv15128684;nssv15147397;nssv15148107;nssv15161859;nssv15161868;nssv15166690;nssv15166692;nssv15168255;nssv15606075;nssv583104	Pathogenic			0.305	0.305	6:62397980-62401293	L1MA3																														
6_71700000_71800000__1	6	71700000	71800000		718	0	Des	chr6	71700000	71800000	718	0	Des	full													0	0	-1		0	0	-1					-1	-1				-1	6:18151521-167773852_INV;6:47589330-73036081_INV;6:66790645-77039655_INV		copy_number_gain;copy_number_loss	nssv13638982;nssv13642627;nssv15138420;nssv15161859;nssv15161868;nssv15166690;nssv15166692;nssv15168255;nssv15606075;nssv15772498;nssv584438	Pathogenic			0.320	0.370	6:71699847-71700167	L1MC4a	6:71799454-71804218	L1PB1																												
7_103300000_103400000__1	7	103300000	103400000		1034	0	Des	chr7	103300000	103400000	1034	0	Des	full	DNAJC2/PMPCB/PSMC2/SLC26A5												0	0	-1		0	0	-1					-1	-1				-1	7:15589372-134263467_INV;7:19814035-149320584_INV;7:22938089-134148361_INV;7:64004375-105619581_INV;7:67989646-115397139_INV;7:79688542-147673590_INV;7:84690421-122288781_INV;7:93460570-104430390_INV	DNAJC2/PSMC2	copy_number_gain;copy_number_loss	nssv13641948;nssv13646912;nssv13656087;nssv13656150;nssv1415399;nssv15121481;nssv15132274;nssv15132621;nssv15135220;nssv15147343;nssv15149603;nssv15153681;nssv15154522;nssv15161318;nssv15161500;nssv15161626;nssv15161666;nssv15161679;nssv15168013;nssv15168014;nssv15777247;nssv578163;nssv578206;nssv578207;nssv579052;nssv582124;nssv582318	Likely pathogenic;Pathogenic	7:103359554-104159552;7:103359554-104159553;7:103359554-104239552;7:103359554-104279552;7:103359554-104919553;7:103359554-104959553;7:103359554-108599556;7:103359554-108639556;7:103359554-114039945;7:103359554-116119946;7:103359554-128439946	ENCFF039LVJ:ENCFF139JCA:ENCFF156SZO:ENCFF176FDF:ENCFF296RLZ:ENCFF302WDA:ENCFF458AHX:ENCFF572FKA:ENCFF716CFF:ENCFF796ORT:ENCFF881QQG:ENCFF921SBY	0.415	0.385	7:103299765-103300042	AluSz6	7:103399570-103402393	L1PA7																	29.58	0.566752231269581	0.902996828270383	0.93763909432713	1.08174943129287	3.97228983465184	0.998446880223009	603131;604943			yes	yes
7_103300000_103400000__1	7	103300000	103400000		1034	0	Des	chr7	103300000	103400000	1034	0	Des	split	DNAJC2	NM_014377	1866	no	32479	txStart-txEnd	5'UTR-3'UTR			103312288	103344767		0	0	-1		0	0	-1					-1	-1				-1	7:15589372-134263467_INV;7:19814035-149320584_INV;7:22938089-134148361_INV;7:64004375-105619581_INV;7:67989646-115397139_INV;7:79688542-147673590_INV;7:84690421-122288781_INV;7:93460570-104430390_INV		copy_number_gain;copy_number_loss	nssv13641948;nssv13646912;nssv13656087;nssv13656150;nssv1415399;nssv15121481;nssv15132274;nssv15132621;nssv15135220;nssv15147343;nssv15149603;nssv15153681;nssv15154522;nssv15161318;nssv15161500;nssv15161626;nssv15161666;nssv15161679;nssv15168013;nssv15168014;nssv15777247;nssv578163;nssv578206;nssv578207;nssv579052;nssv582124;nssv582318	Likely pathogenic;Pathogenic																									8.02	0.566752231269581	0.902996828270383	0.93763909432713	1.02979581275135	1.11376374502923	0.957369119946406					
7_103300000_103400000__1	7	103300000	103400000		1034	0	Des	chr7	103300000	103400000	1034	0	Des	split	PMPCB	NM_004279	1143	no	14686	intron3-txEnd	CDS-3'UTR	177	3'	103300000	103314686		0	0	-1		0	0	-1					-1	-1				-1	7:15589372-134263467_INV;7:19814035-149320584_INV;7:22938089-134148361_INV;7:64004375-105619581_INV;7:67989646-115397139_INV;7:79688542-147673590_INV;7:84690421-122288781_INV;7:93460570-104430390_INV		copy_number_gain;copy_number_loss	nssv13641948;nssv13646912;nssv13656087;nssv13656150;nssv1415399;nssv15121481;nssv15132274;nssv15132621;nssv15135220;nssv15147343;nssv15149603;nssv15153681;nssv15154522;nssv15161318;nssv15161500;nssv15161626;nssv15161666;nssv15161679;nssv15168013;nssv15168014;nssv15777247;nssv578163;nssv578206;nssv578207;nssv579052;nssv582124;nssv582318	Likely pathogenic;Pathogenic																				probable	biallelic	all missense/in frame	Neurodegeneration in Early Childhood	29576218	25.53	0.461897992069589	-0.0245610159213996	0.195357375044887	-0.203380888313799	-0.203674905417844	7.01673048218123e-05	603131	Multiple mitochondrial dysfunctions syndrome 6, 617954 (3)	AR	yes	
7_103300000_103400000__1	7	103300000	103400000		1034	0	Des	chr7	103300000	103400000	1034	0	Des	split	PSMC2	NM_002803	1302	no	21753	txStart-txEnd	5'UTR-3'UTR			103347642	103369395		0	0	-1		0	0	-1					-1	-1				-1	7:15589372-134263467_INV;7:19814035-149320584_INV;7:22938089-134148361_INV;7:64004375-105619581_INV;7:67989646-115397139_INV;7:79688542-147673590_INV;7:84690421-122288781_INV;7:93460570-104430390_INV		copy_number_gain;copy_number_loss	nssv13641948;nssv13646912;nssv13656087;nssv13656150;nssv1415399;nssv15121481;nssv15132274;nssv15132621;nssv15135220;nssv15147343;nssv15149603;nssv15153681;nssv15154522;nssv15161318;nssv15161500;nssv15161626;nssv15161666;nssv15161679;nssv15168013;nssv15168014;nssv15777247;nssv578163;nssv578206;nssv578207;nssv579052;nssv582124;nssv582318	Likely pathogenic;Pathogenic																									10.51	0.289276225645683	0.7151341482939	0.687226383909519	0.415529345270562	3.97228983465184	0.998446880223009					
7_103300000_103400000__1	7	103300000	103400000		1034	0	Des	chr7	103300000	103400000	1034	0	Des	split	SLC26A5	NM_198999	1347	no	25793	intron8-txEnd	CDS-3'UTR	1986	3'	103374207	103400000		0	0	-1		0	0	-1					-1	-1				-1	7:15589372-134263467_INV;7:19814035-149320584_INV;7:22938089-134148361_INV;7:64004375-105619581_INV;7:67989646-115397139_INV;7:79688542-147673590_INV;7:84690421-122288781_INV;7:93460570-104430390_INV		copy_number_gain;copy_number_loss	nssv13641948;nssv13646912;nssv13656087;nssv13656150;nssv1415399;nssv15121481;nssv15132274;nssv15132621;nssv15135220;nssv15147343;nssv15149603;nssv15153681;nssv15154522;nssv15161318;nssv15161500;nssv15161626;nssv15161666;nssv15161679;nssv15168013;nssv15168014;nssv15777247;nssv578163;nssv578206;nssv578207;nssv579052;nssv582124;nssv582318	Likely pathogenic;Pathogenic																									29.58	0.0958800220220627	0.599871334274513	0.485279095367414	1.08174943129287	0.124839732189495	0.00266501606838368	604943	?Deafness, AR 61, 613865 (3)	AR		yes
8_43700000_43800000__1	8	43700000	43800000		438	0	Des	chr8	43700000	43800000	438	0	Des	full												gssvG37172,gssvG37173,gssvG37175	65	20499	0.00317089	gssvL124273,gssvL124277	57	22089	0.00258047					-1	-1	gnomAD_v2_DUP_8_24947;gnomAD_v2_DUP_8_24979;gnomAD_v2_DEL_8_107721;gnomAD_v2_INV_8_416	DEL		-1	8:43129470-43883108_DUP;8:43131061-43800468_DUP;8:43230924-43772668_DUP;8:10154994-83555168_INV;8:19666270-133891475_INV		copy_number_gain;copy_number_loss	nssv13642392;nssv13643673;nssv13643752;nssv13646134;nssv13646568;nssv13646957;nssv13648577;nssv13650395;nssv13650707;nssv13653677;nssv13654691;nssv13655077;nssv14082398;nssv15119924;nssv15121964;nssv15125997;nssv15127651;nssv15128680;nssv15128918;nssv15132076;nssv15132643;nssv15146477;nssv15147495;nssv15149648;nssv15149889;nssv15161087;nssv15161105;nssv15161269;nssv15161357;nssv15161417;nssv15161426;nssv15161657;nssv15161748;nssv15161801;nssv15161846;nssv15169207;nssv15169210;nssv15774700;nssv15777239;nssv15777249;nssv1601780;nssv1602004;nssv1605001;nssv1610034;nssv3394929;nssv3397249;nssv579065;nssv579083;nssv579085;nssv579086;nssv579088;nssv579092;nssv582242	Pathogenic			0.500	0.345	8:43697570-43701995	HERVK14C-int	8:43789478-43815612	ALR/Alpha																												
8_43800000_43900000__1	8	43800000	43900000		439	0	Des	chr8	43800000	43900000	439	0	Des	full												gssvG37172,gssvG37173,gssvG37175	65	20499	0.00317089	gssvL124273,gssvL124281	73	22962	0.00317917					-1	-1	gnomAD_v2_DUP_8_25000;gnomAD_v2_DEL_8_107721	DEL		-1	8:43129470-43883108_DUP;8:10154994-83555168_INV;8:19666270-133891475_INV		copy_number_gain;copy_number_loss	nssv13642392;nssv13643673;nssv13643752;nssv13646134;nssv13646568;nssv13646957;nssv13648577;nssv13650395;nssv13650707;nssv13653677;nssv13654691;nssv13655077;nssv14082398;nssv15119924;nssv15121964;nssv15125997;nssv15127651;nssv15128680;nssv15128918;nssv15132076;nssv15132643;nssv15146477;nssv15147495;nssv15149648;nssv15149889;nssv15161087;nssv15161105;nssv15161269;nssv15161357;nssv15161417;nssv15161426;nssv15161657;nssv15161748;nssv15161801;nssv15161846;nssv15169207;nssv15169210;nssv15774700;nssv15777239;nssv15777249;nssv1601780;nssv1602004;nssv1605001;nssv1610034;nssv3394929;nssv3397249;nssv579065;nssv579083;nssv579085;nssv579086;nssv579088;nssv579092;nssv582242	Pathogenic			0.345	0.370	8:43789478-43815612	ALR/Alpha	8:43899405-43901572	ALR/Alpha																												
8_46000000_46100000__1	8	46000000	46100000		461	0	Des	chr8	46000000	46100000	461	0	Des	full												gssvG37208	7	19585	0.00035742	gssvL124272	17	12365	0.00137485					-1	-1	gnomAD_v2_DUP_8_25032;gnomAD_v2_DEL_8_107800			-1	8:45998730-46090870_DUP;8:10154994-83555168_INV;8:19666270-133891475_INV		copy_number_gain	nssv13642392;nssv13643673;nssv13646957;nssv13650395;nssv13650707;nssv13653677;nssv13654691;nssv14082398;nssv15119924;nssv15121964;nssv15128680;nssv15132076;nssv15132643;nssv15146477;nssv15147495;nssv15161087;nssv15161105;nssv15161269;nssv15161357;nssv15161417;nssv15161426;nssv15161657;nssv15161748;nssv15161801;nssv15161846;nssv15169207;nssv15169210;nssv15774700;nssv15777239;nssv15777249;nssv1601780;nssv1602004;nssv1605001;nssv1610034;nssv3394929;nssv3397249;nssv579065;nssv579083;nssv579085;nssv579086;nssv579088;nssv579092;nssv582242	Pathogenic			0.335	0.600	8:45986147-46000000/8:46000001-46000104	ALR/Alpha/ALR/Alpha	8:46099158-46100033/8:46100067-46123755	GSAT/GSAT																												
8_46600000_46700000__1	8	46600000	46700000		467	0	Des	chr8	46600000	46700000	467	0	Des	full	ASNSP1												0	0	-1	gssvL124272	17	12365	0.00137485					-1	-1	gnomAD_v2_DUP_8_25032;gnomAD_v2_DUP_8_25108;gnomAD_v2_DEL_8_107800	DEL		-1	8:10154994-83555168_INV;8:19666270-133891475_INV	ASNSP1	copy_number_gain;copy_number_loss	nssv13642392;nssv13643673;nssv13646957;nssv13650395;nssv13650707;nssv13653677;nssv13654691;nssv14082398;nssv15119924;nssv15121964;nssv15128680;nssv15132076;nssv15132643;nssv15134421;nssv15146477;nssv15147495;nssv15161087;nssv15161105;nssv15161269;nssv15161357;nssv15161417;nssv15161426;nssv15161657;nssv15161748;nssv15161758;nssv15161797;nssv15161801;nssv15161846;nssv15169207;nssv15169210;nssv15774700;nssv15777239;nssv15777249;nssv1601780;nssv1602004;nssv1603777;nssv1605001;nssv1610034;nssv3394929;nssv3395944;nssv3397249;nssv575703;nssv576603;nssv576638;nssv579065;nssv579083;nssv579085;nssv579086;nssv579088;nssv579092;nssv582242;nssv583245;nssv583246	Conflicting interpretations of pathogenicity;Pathogenic			0.310	0.375	8:46599879-46600058	L1MB8	8:46699216-46705380	L1PA4			8:46572685-46619137/8:46596255-46606089/8:46596255-46607815/8:46596255-46607815/8:46596255-46616978/8:46596255-46616978/8:46596255-46617065/8:46597372-46616975																									
8_46600000_46700000__1	8	46600000	46700000		467	0	Des	chr8	46600000	46700000	467	0	Des	split	ASNSP1	NR_146077	0	no	17643	txStart-intron3	UTR	3773	3'	46600000	46617643		0	0	-1	gssvL124272	17	12365	0.00137485					-1	-1	gnomAD_v2_DUP_8_25032;gnomAD_v2_DUP_8_25045;gnomAD_v2_DUP_8_25108;gnomAD_v2_DEL_8_107800			-1	8:10154994-83555168_INV;8:19666270-133891475_INV		copy_number_gain;copy_number_loss	nssv13642392;nssv13643673;nssv13646957;nssv13650395;nssv13650707;nssv13653677;nssv13654691;nssv14082398;nssv15119924;nssv15121964;nssv15128680;nssv15132076;nssv15132542;nssv15132643;nssv15134421;nssv15139538;nssv15146477;nssv15147495;nssv15161087;nssv15161105;nssv15161269;nssv15161357;nssv15161417;nssv15161426;nssv15161657;nssv15161748;nssv15161758;nssv15161797;nssv15161801;nssv15161846;nssv15169207;nssv15169210;nssv15774700;nssv15777239;nssv15777249;nssv1601780;nssv1602004;nssv1603777;nssv1605001;nssv1610034;nssv3394929;nssv3395944;nssv3396220;nssv3397249;nssv575703;nssv576539;nssv576603;nssv576638;nssv579065;nssv579083;nssv579085;nssv579086;nssv579088;nssv579092;nssv579383;nssv581853;nssv582242;nssv582440;nssv583245;nssv583246	Benign;Conflicting interpretations of pathogenicity;Pathogenic																																				
8_46800000_46900000__1	8	46800000	46900000		469	0	Des	chr8	46800000	46900000	469	0	Des	full	LINC00293												0	0	-1	gssvL124287	2	11296	0.00017705					-1	-1				-1	8:10154994-83555168_INV;8:19666270-133891475_INV	LINC00293	copy_number_gain	nssv13642392;nssv13643673;nssv13646957;nssv13650395;nssv13650707;nssv13653677;nssv13654691;nssv14082398;nssv15119924;nssv15121964;nssv15128680;nssv15132076;nssv15132643;nssv15146477;nssv15147495;nssv15161087;nssv15161105;nssv15161269;nssv15161357;nssv15161417;nssv15161426;nssv15161657;nssv15161748;nssv15161758;nssv15161797;nssv15161801;nssv15161846;nssv15169207;nssv15169210;nssv15774700;nssv15777239;nssv15777249;nssv1601780;nssv1602004;nssv1603777;nssv1605001;nssv1610034;nssv3394929;nssv3395944;nssv3397249;nssv575703;nssv579065;nssv579083;nssv579085;nssv579086;nssv579088;nssv579092;nssv582242	Pathogenic	8:46848379-47128377;8:46848379-47168377;8:46848379-48047440	ENCFF067UVH:ENCFF461GOG	0.405	0.440	8:46797331-46803468	L1PA3	8:46893982-46900118	L1PA6																												
8_46800000_46900000__1	8	46800000	46900000		469	0	Des	chr8	46800000	46900000	469	0	Des	split	LINC00293	NR_027012	0	no	14900	txStart-txEnd	UTR			46840885	46855785		0	0	-1	gssvL124272,gssvL124287,gssvL124295	21	12405	0.00169287					-1	-1	gnomAD_v2_DUP_8_25114			-1	8:46779388-46861915_DEL;8:10154994-83555168_INV;8:19666270-133891475_INV		copy_number_gain	nssv13642392;nssv13643673;nssv13646957;nssv13650395;nssv13650707;nssv13653677;nssv13654691;nssv14082398;nssv15119924;nssv15121964;nssv15128680;nssv15132076;nssv15132643;nssv15146477;nssv15147495;nssv15161087;nssv15161105;nssv15161269;nssv15161357;nssv15161417;nssv15161426;nssv15161657;nssv15161748;nssv15161758;nssv15161797;nssv15161801;nssv15161846;nssv15169207;nssv15169210;nssv15774700;nssv15777239;nssv15777249;nssv1601780;nssv1602004;nssv1603777;nssv1605001;nssv1610034;nssv3394929;nssv3395944;nssv3397249;nssv575703;nssv579065;nssv579083;nssv579085;nssv579086;nssv579088;nssv579092;nssv582242	Pathogenic																																				
8_47100000_47200000__1	8	47100000	47200000		472	0	Des	chr8	47100000	47200000	472	0	Des	full	LOC100287846												0	0	-1		0	0	-1					-1	-1	gnomAD_v2_DUP_8_25122			-1	8:47083065-47201306_DEL;8:10154994-83555168_INV;8:19666270-133891475_INV	LOC100287846	copy_number_gain	nssv13642392;nssv13643673;nssv13646957;nssv13650395;nssv13650707;nssv13653677;nssv13654691;nssv14082398;nssv15119924;nssv15121964;nssv15128680;nssv15132076;nssv15132643;nssv15146477;nssv15147495;nssv15161087;nssv15161105;nssv15161269;nssv15161357;nssv15161417;nssv15161426;nssv15161657;nssv15161748;nssv15161758;nssv15161797;nssv15161801;nssv15161846;nssv15169207;nssv15169210;nssv15774700;nssv15777239;nssv15777249;nssv1601780;nssv1602004;nssv1603777;nssv1605001;nssv1610034;nssv3394929;nssv3395944;nssv3397249;nssv575703;nssv579065;nssv579083;nssv579085;nssv579086;nssv579088;nssv579092;nssv582242	Pathogenic	8:47088378-47168377;8:47088378-47208377;8:47128378-47927439;8:47128378-47927440;8:47128378-48047440;8:47128378-48087440;8:47128378-49087441;8:47168378-47967440;8:47168378-48087440	ENCFF067UVH:ENCFF156SZO:ENCFF183RCR:ENCFF311BGF:ENCFF461GOG:ENCFF654ZID:ENCFF718ETU:ENCFF822VBC:ENCFF897UNV:ENCFF921SBY	0.465	0.245	8:47095089-47100980	L1PA2																														
8_47100000_47200000__1	8	47100000	47200000		472	0	Des	chr8	47100000	47200000	472	0	Des	split	LOC100287846	NR_037168	0	no	3956	txStart-txEnd	UTR			47189306	47193262		0	0	-1		0	0	-1					-1	-1	gnomAD_v2_DUP_8_25122			-1	8:47083065-47201306_DEL;8:10154994-83555168_INV;8:19666270-133891475_INV		copy_number_gain	nssv13642392;nssv13643673;nssv13646957;nssv13650395;nssv13650707;nssv13653677;nssv13654691;nssv14082398;nssv15119924;nssv15121964;nssv15128680;nssv15132076;nssv15132643;nssv15146477;nssv15147495;nssv15161087;nssv15161105;nssv15161269;nssv15161357;nssv15161417;nssv15161426;nssv15161657;nssv15161748;nssv15161758;nssv15161797;nssv15161801;nssv15161846;nssv15169207;nssv15169210;nssv15774700;nssv15777239;nssv15777249;nssv1601780;nssv1602004;nssv1603777;nssv1605001;nssv1610034;nssv3394929;nssv3395944;nssv3397249;nssv575703;nssv579065;nssv579083;nssv579085;nssv579086;nssv579088;nssv579092;nssv582242	Pathogenic																																				
9_39100000_39200000__1	9	39100000	39200000		392	0	Des	chr9	39100000	39200000	392	0	Des	full	CNTNAP3											gssvG38787,gssvG38806,gssvG38834	28	12496	0.00224072	gssvL130605	6	20727	0.00028948					-1	-1	gnomAD_v2_DEL_9_119065			-1			copy_number_gain	nssv13638820;nssv13638855;nssv13640107;nssv13640184;nssv13640208;nssv13641345;nssv13641675;nssv13641931;nssv13644029;nssv13646175;nssv13646368;nssv13646873;nssv13649010;nssv13650311;nssv13650863;nssv13651922;nssv13652371;nssv13654938;nssv13656171;nssv1415412;nssv1494927;nssv1494930;nssv1494936;nssv1494937;nssv15127267;nssv15128159;nssv15134562;nssv15137488;nssv15138086;nssv15145821;nssv15145918;nssv15145998;nssv15146171;nssv15146548;nssv15146549;nssv15146662;nssv15146780;nssv15146966;nssv15146972;nssv15147388;nssv15147470;nssv15147961;nssv15148068;nssv15148176;nssv15148277;nssv15148455;nssv15148581;nssv15148663;nssv15148881;nssv15148988;nssv15149332;nssv15149385;nssv15149778;nssv15150554;nssv15151575;nssv15151576;nssv15151855;nssv15152141;nssv15153773;nssv15153774;nssv15168486;nssv15168487;nssv15168488;nssv15169725;nssv15776689;nssv15777263;nssv15777272;nssv1602335;nssv1603186;nssv1603389;nssv1604159;nssv1604374;nssv1609690;nssv1609997;nssv3396735;nssv3397050;nssv3397066;nssv3397108;nssv3397154;nssv576650;nssv579112;nssv579121;nssv579123;nssv579124;nssv584344;nssv585239;nssv706521;nssv707187	Pathogenic			0.575	0.295							9:38774620-39202283/9:38962514-39202283/9:39090065-39151338	9:38774620-39202283/9:38962514-39202283/9:39150163-39337064													87.16				3.32909789654813	4.36093241877097	0.0271822134679567					
